"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.687580717E1,-5.807922363E-2,1.308279419E-1,9.793683929E0,9.794729912E0
1.688576317E1,-6.032455444E-2,1.284329224E-1,9.784403229E0,9.785432060E0
1.689572017E1,-6.735992432E-2,1.306782532E-1,9.782606964E0,9.783711626E0
1.690567617E1,-5.463638306E-2,1.291813660E-1,9.776619415E0,9.777625486E0
1.691563217E1,-5.224136353E-2,1.377136230E-1,9.778864746E0,9.779973922E0
1.692558817E1,-5.777984619E-2,1.513352966E-1,9.787846069E0,9.789186461E0
1.693554417E1,-5.777984619E-2,1.460961914E-1,9.775721283E0,9.776983646E0
1.694550017E1,-5.583389282E-2,1.378633118E-1,9.776320038E0,9.777451467E0
1.695545617E1,-5.972579956E-2,1.375639343E-1,9.786798248E0,9.787947229E0
1.696541217E1,-6.077362061E-2,1.342707825E-1,9.781858521E0,9.782968782E0
1.697536817E1,-5.897735596E-2,1.339714050E-1,9.790690155E0,9.791784331E0
1.698532317E1,-6.331832886E-2,1.463955688E-1,9.785750427E0,9.787050235E0
1.699527917E1,-6.077362061E-2,1.284329224E-1,9.789043579E0,9.790074701E0
1.700523617E1,-5.523513794E-2,1.320254517E-1,9.794881439E0,9.795926911E0
1.701519117E1,-5.807922363E-2,1.372645569E-1,9.790989532E0,9.792123916E0
1.702514717E1,-5.388793945E-2,1.335223389E-1,9.795330505E0,9.796388714E0
1.703510317E1,-6.152206421E-2,1.401086426E-1,9.782008209E0,9.783204996E0
1.704505817E1,-6.316864014E-2,1.422042847E-1,9.793983307E0,9.795219311E0
1.705501517E1,-5.822891235E-2,1.396595764E-1,9.790091400E0,9.791260645E0
1.706497117E1,-5.553451538E-2,1.273851013E-1,9.780511322E0,9.781498493E0
1.707492717E1,-5.628295898E-2,1.478924561E-1,9.774523773E0,9.775804568E0
1.708488317E1,-6.107299805E-2,1.344204712E-1,9.794582062E0,9.795694796E0
1.709484017E1,-5.852828979E-2,1.231938171E-1,9.791887665E0,9.792837501E0
1.710479717E1,-6.122268677E-2,1.359173584E-1,9.777667236E0,9.778803522E0
1.711475317E1,-5.837860107E-2,1.366658020E-1,9.785151672E0,9.786280134E0
1.712471017E1,-5.837860107E-2,1.357676697E-1,9.787247314E0,9.788363036E0
1.713466717E1,-6.167175293E-2,1.332229614E-1,9.781409454E0,9.782511062E0
1.714462417E1,-5.718109131E-2,1.375639343E-1,9.785600739E0,9.786734661E0
1.715458017E1,-5.867797852E-2,1.371148682E-1,9.790091400E0,9.791227360E0
1.716453617E1,-6.242019653E-2,1.339714050E-1,9.787995758E0,9.789111583E0
1.717449317E1,-6.421646118E-2,1.393601990E-1,9.781259766E0,9.782463270E0
1.718444917E1,-6.212081909E-2,1.422042847E-1,9.789642334E0,9.790872182E0
1.719440617E1,-5.673202515E-2,1.390608215E-1,9.786798248E0,9.787950571E0
1.720436317E1,-5.239105225E-2,1.398092651E-1,9.776320038E0,9.777460045E0
1.721432017E1,-5.703140259E-2,1.426533508E-1,9.789792023E0,9.790997416E0
1.722427617E1,-6.406677246E-2,1.392105103E-1,9.785451050E0,9.786650927E0
1.723423317E1,-6.271957397E-2,1.386117554E-1,9.784552917E0,9.785735678E0
1.724419017E1,-6.137237549E-2,1.437011719E-1,9.773026886E0,9.774275989E0
1.725414617E1,-5.822891235E-2,1.342707825E-1,9.779164124E0,9.780259209E0
1.726410317E1,-5.388793945E-2,1.278341675E-1,9.774673462E0,9.775657869E0
1.727406017E1,-5.763015747E-2,1.299298096E-1,9.795180817E0,9.796212034E0
1.728401717E1,-5.343887329E-2,1.353186035E-1,9.787696381E0,9.788777619E0
1.729397317E1,-5.852828979E-2,1.377136230E-1,9.790989532E0,9.792132895E0
1.730393017E1,-5.269042969E-2,1.399589539E-1,9.785301361E0,9.786444069E0
1.731388717E1,-5.239105225E-2,1.362167358E-1,9.782756653E0,9.783845233E0
1.732384417E1,-5.927673340E-2,1.330732727E-1,9.784552917E0,9.785637333E0
1.733380117E1,-5.822891235E-2,1.333726501E-1,9.790091400E0,9.791172989E0
1.734375817E1,-5.403762817E-2,1.399589539E-1,9.781559143E0,9.782709637E0
1.735371417E1,-5.373825073E-2,1.398092651E-1,9.787846069E0,9.788992037E0
1.736367117E1,-5.942642212E-2,1.362167358E-1,9.792486420E0,9.793614082E0
1.737362717E1,-6.242019653E-2,1.429527283E-1,9.788295135E0,9.789537958E0
1.738358317E1,-5.852828979E-2,1.341210938E-1,9.798174591E0,9.799267286E0
1.739354017E1,-5.149291992E-2,1.323248291E-1,9.786199493E0,9.787229532E0
1.740349617E1,-6.212081909E-2,1.408570862E-1,9.792486420E0,9.793696442E0
1.741345217E1,-5.882766724E-2,1.369651794E-1,9.784253540E0,9.785388980E0
1.742340917E1,-6.316864014E-2,1.429527283E-1,9.781110077E0,9.782358616E0
1.743336617E1,-6.107299805E-2,1.395098877E-1,9.789642334E0,9.790826827E0
1.744332317E1,-5.837860107E-2,1.351689148E-1,9.782457275E0,9.783565252E0
1.745328017E1,-6.152206421E-2,1.383123779E-1,9.788145447E0,9.789315940E0
1.746323717E1,-5.583389282E-2,1.475930786E-1,9.783205719E0,9.784478284E0
1.747319417E1,-6.466552734E-2,1.432521057E-1,9.788145447E0,9.789407239E0
1.748315117E1,-6.496490479E-2,1.395098877E-1,9.784103851E0,9.785314079E0
1.749310817E1,-5.119354248E-2,1.390608215E-1,9.784852295E0,9.785974306E0
1.750306517E1,-6.541397095E-2,1.404080200E-1,9.784103851E0,9.785329916E0
1.751302117E1,-5.897735596E-2,1.360670471E-1,9.779762878E0,9.780887206E0
1.752297817E1,-6.960525513E-2,1.312770081E-1,9.791288910E0,9.792416304E0
1.753293417E1,-6.406677246E-2,1.396595764E-1,9.781708832E0,9.782915568E0
1.754289117E1,-6.376739502E-2,1.399589539E-1,9.792785797E0,9.793993489E0
1.755284817E1,-5.658233643E-2,1.371148682E-1,9.788295135E0,9.789418967E0
1.756280417E1,-5.688171387E-2,1.481918335E-1,9.783205719E0,9.784493369E0
1.757276017E1,-6.197113037E-2,1.303788757E-1,9.786349182E0,9.787413825E0
1.758271717E1,-5.987548828E-2,1.318757629E-1,9.787546692E0,9.788618214E0
1.759267317E1,-5.014572144E-2,1.333726501E-1,9.780062256E0,9.781100173E0
1.760263017E1,-5.807922363E-2,1.308279419E-1,9.788444824E0,9.789491367E0
1.761258717E1,-5.777984619E-2,1.348695374E-1,9.780211945E0,9.781312488E0
1.762254317E1,-5.658233643E-2,1.380130005E-1,9.776320038E0,9.777457882E0
1.763249917E1,-5.987548828E-2,1.392105103E-1,9.789342957E0,9.790515827E0
1.764245517E1,-5.658233643E-2,1.411564636E-1,9.780960388E0,9.782142548E0
1.765241217E1,-5.059478760E-2,1.398092651E-1,9.787097626E0,9.788226928E0
1.766236817E1,-5.029541016E-2,1.279838562E-1,9.785301361E0,9.786267533E0
1.767232417E1,-5.418731689E-2,1.315763855E-1,9.775571594E0,9.776607213E0
1.768228017E1,-5.598358154E-2,1.417552185E-1,9.775721283E0,9.776909292E0
1.769223617E1,-6.496490479E-2,1.401086426E-1,9.796977081E0,9.798194262E0
1.770219317E1,-6.167175293E-2,1.390608215E-1,9.782906342E0,9.784089013E0
1.771215017E1,-5.059478760E-2,1.311273193E-1,9.781409454E0,9.782419185E0
1.772211204E1,-5.897735596E-2,1.456471252E-1,9.771529999E0,9.772793354E0
1.773206804E1,-4.984634399E-2,1.399589539E-1,9.782307587E0,9.783435740E0
1.774202504E1,-5.388793945E-2,1.351689148E-1,9.786349182E0,9.787430963E0
1.775198204E1,-5.942642212E-2,1.416055298E-1,9.783804474E0,9.785009638E0
1.776193804E1,-6.197113037E-2,1.395098877E-1,9.785151672E0,9.786342355E0
1.777189404E1,-6.032455444E-2,1.383123779E-1,9.779912567E0,9.781076586E0
1.778185104E1,-6.167175293E-2,1.294807434E-1,9.782307587E0,9.783358850E0
1.779180804E1,-6.137237549E-2,1.269360352E-1,9.785451050E0,9.786466756E0
1.780176504E1,-5.313949585E-2,1.311273193E-1,9.787397003E0,9.788419601E0
1.781172104E1,-5.733078003E-2,1.315763855E-1,9.783804474E0,9.784857135E0
1.782167804E1,-6.481521606E-2,1.335223389E-1,9.780810699E0,9.781936780E0
1.783163404E1,-5.957611084E-2,1.353186035E-1,9.784253540E0,9.785370600E0
1.784159104E1,-6.152206421E-2,1.359173584E-1,9.786648560E0,9.787785680E0
1.785154804E1,-6.511459351E-2,1.333726501E-1,9.788444824E0,9.789569973E0
1.786150504E1,-6.227050781E-2,1.445993042E-1,9.788744202E0,9.790010195E0
1.787146104E1,-5.044509888E-2,1.431024170E-1,9.798174591E0,9.799349383E0
1.788141804E1,-5.463638306E-2,1.420545959E-1,9.782457275E0,9.783641193E0
1.789137404E1,-5.478607178E-2,1.402583313E-1,9.790839844E0,9.791997690E0
1.790133104E1,-6.301895142E-2,1.384620667E-1,9.793384552E0,9.794566050E0
1.791128704E1,-6.122268677E-2,1.305285645E-1,9.783355408E0,9.784417661E0
1.792124304E1,-5.807922363E-2,1.339714050E-1,9.777966614E0,9.779056838E0
1.793120004E1,-6.646179199E-2,1.336720276E-1,9.782457275E0,9.783596257E0
1.794115704E1,-6.301895142E-2,1.306782532E-1,9.783205719E0,9.784281391E0
1.795111404E1,-6.451583862E-2,1.338217163E-1,9.786349182E0,9.787476736E0
1.796107004E1,-6.301895142E-2,1.339714050E-1,9.786798248E0,9.787918046E0
1.797102704E1,-6.316864014E-2,1.354682922E-1,9.783654785E0,9.784796518E0
1.798098304E1,-5.807922363E-2,1.472937012E-1,9.790390778E0,9.791670961E0
1.799094004E1,-5.254074097E-2,1.341210938E-1,9.783056030E0,9.784116429E0
1.800089604E1,-5.568420410E-2,1.366658020E-1,9.783355408E0,9.784468371E0
1.801085204E1,-6.137237549E-2,1.419049072E-1,9.777667236E0,9.778889515E0
1.802080904E1,-5.179229736E-2,1.302291870E-1,9.785151672E0,9.786155289E0
1.803076504E1,-6.256988525E-2,1.354682922E-1,9.788594513E0,9.789731824E0
1.804072204E1,-5.912704468E-2,1.323248291E-1,9.782008209E0,9.783081849E0
1.805067804E1,-5.718109131E-2,1.335223389E-1,9.790241089E0,9.791318526E0
1.806063404E1,-5.897735596E-2,1.353186035E-1,9.788744202E0,9.789857123E0
1.807059104E1,-5.867797852E-2,1.380130005E-1,9.790241089E0,9.791389650E0
1.808054804E1,-5.538482666E-2,1.425036621E-1,9.788594513E0,9.789788420E0
1.809050404E1,-6.212081909E-2,1.445993042E-1,9.788295135E0,9.789560236E0
1.810046104E1,-6.152206421E-2,1.333726501E-1,9.789342957E0,9.790444768E0
1.811041804E1,-5.164260864E-2,1.338217163E-1,9.782756653E0,9.783808202E0
1.812037504E1,-5.418731689E-2,1.350192261E-1,9.785301361E0,9.786382845E0
1.813033104E1,-5.613327026E-2,1.419049072E-1,9.772278442E0,9.773469901E0
1.814028804E1,-6.047424316E-2,1.445993042E-1,9.781409454E0,9.782665128E0
1.815024504E1,-6.032455444E-2,1.374142456E-1,9.790690155E0,9.791840248E0
1.816020204E1,-6.092330933E-2,1.401086426E-1,9.788145447E0,9.789337739E0
1.817016004E1,-6.541397095E-2,1.312770081E-1,9.787546692E0,9.788645610E0
1.818011704E1,-5.733078003E-2,1.311273193E-1,9.792037354E0,9.793083106E0
1.819007404E1,-5.822891235E-2,1.339714050E-1,9.790091400E0,9.791181163E0
1.820003004E1,-5.298980713E-2,1.348695374E-1,9.789043579E0,9.790116031E0
1.820998704E1,-5.598358154E-2,1.344204712E-1,9.783954163E0,9.785037664E0
1.821994304E1,-5.448669434E-2,1.369651794E-1,9.781858521E0,9.782969098E0
1.822990004E1,-6.137237549E-2,1.377136230E-1,9.785600739E0,9.786762152E0
1.823985604E1,-6.107299805E-2,1.380130005E-1,9.779463501E0,9.780627989E0
1.824981204E1,-6.197113037E-2,1.354682922E-1,9.789043579E0,9.790177030E0
1.825976904E1,-6.436614990E-2,1.374142456E-1,9.781409454E0,9.782586396E0
1.826972604E1,-5.912704468E-2,1.405577087E-1,9.797276459E0,9.798463068E0
1.827968304E1,-5.792953491E-2,1.345701599E-1,9.792636108E0,9.793732022E0
1.828963904E1,-5.553451538E-2,1.357676697E-1,9.788594513E0,9.789693534E0
1.829959604E1,-5.164260864E-2,1.378633118E-1,9.782906342E0,9.784013989E0
1.830955304E1,-6.301895142E-2,1.254391479E-1,9.787546692E0,9.788553346E0
1.831951004E1,-5.463638306E-2,1.291813660E-1,9.790540466E0,9.791545107E0
1.832946704E1,-6.032455444E-2,1.368154907E-1,9.790989532E0,9.792131206E0
1.833942404E1,-6.122268677E-2,1.363664246E-1,9.779613190E0,9.780755500E0
1.834938104E1,-6.152206421E-2,1.369651794E-1,9.781559143E0,9.782711469E0
1.835933704E1,-5.942642212E-2,1.411564636E-1,9.789941711E0,9.791139635E0
1.836929304E1,-5.822891235E-2,1.450483704E-1,9.785600739E0,9.786848903E0
1.837924904E1,-6.107299805E-2,1.435514832E-1,9.784552917E0,9.785796479E0
1.838920504E1,-6.107299805E-2,1.356179810E-1,9.775870972E0,9.777002373E0
1.839916104E1,-6.002517700E-2,1.416055298E-1,9.781559143E0,9.782768239E0
1.840911804E1,-6.421646118E-2,1.369651794E-1,9.787995758E0,9.789164631E0
1.841907404E1,-5.598358154E-2,1.363664246E-1,9.786349182E0,9.787459337E0
1.842903104E1,-5.194198608E-2,1.396595764E-1,9.785750427E0,9.786884805E0
1.843898704E1,-5.478607178E-2,1.308279419E-1,9.789792023E0,9.790819440E0
1.844894404E1,-6.331832886E-2,1.350192261E-1,9.779014435E0,9.780151467E0
1.845890004E1,-5.912704468E-2,1.339714050E-1,9.776320038E0,9.777416726E0
1.846885704E1,-5.972579956E-2,1.404080200E-1,9.783505096E0,9.784694863E0
1.847881304E1,-5.927673340E-2,1.434017944E-1,9.790540466E0,9.791770036E0
1.848876904E1,-5.313949585E-2,1.296304321E-1,9.780062256E0,9.781065667E0
1.849872404E1,-5.538482666E-2,1.321751404E-1,9.781858521E0,9.782908252E0
1.850868004E1,-6.436614990E-2,1.420545959E-1,9.790241089E0,9.791483191E0
1.851863604E1,-5.897735596E-2,1.387614441E-1,9.783056030E0,9.784217820E0
1.852859204E1,-5.972579956E-2,1.308279419E-1,9.781259766E0,9.782316992E0
1.853854704E1,-5.852828979E-2,1.392105103E-1,9.775272217E0,9.776438617E0
1.854850304E1,-6.002517700E-2,1.471440125E-1,9.776020660E0,9.777312224E0
1.855845904E1,-6.541397095E-2,1.362167358E-1,9.775870972E0,9.777038777E0
1.856841604E1,-6.062393188E-2,1.359173584E-1,9.785750427E0,9.786882048E0
1.857837204E1,-5.433700562E-2,1.285826111E-1,9.796677704E0,9.797672174E0
1.858832804E1,-5.269042969E-2,1.323248291E-1,9.788145447E0,9.789181653E0
1.859828404E1,-6.092330933E-2,1.269360352E-1,9.782756653E0,9.783769832E0
1.860824004E1,-6.466552734E-2,1.354682922E-1,9.779463501E0,9.780615505E0
1.861819704E1,-5.942642212E-2,1.327738953E-1,9.786947937E0,9.788028930E0
1.862815404E1,-5.553451538E-2,1.420545959E-1,9.786049805E0,9.787238342E0
1.863811104E1,-5.673202515E-2,1.445993042E-1,9.785451050E0,9.786683796E0
1.864806704E1,-6.227050781E-2,1.312770081E-1,9.785151672E0,9.786230353E0
1.865802304E1,-5.792953491E-2,1.291813660E-1,9.779313812E0,9.780338557E0
1.866798004E1,-5.882766724E-2,1.341210938E-1,9.781259766E0,9.782356146E0
1.867793604E1,-5.792953491E-2,1.401086426E-1,9.786498871E0,9.787673187E0
1.868789304E1,-6.496490479E-2,1.369651794E-1,9.788295135E0,9.789468911E0
1.869784904E1,-6.451583862E-2,1.413061523E-1,9.782008209E0,9.783241504E0
1.870780504E1,-5.733078003E-2,1.284329224E-1,9.774224396E0,9.775236282E0
1.871775679E1,-5.837860107E-2,1.317260742E-1,9.783654785E0,9.784715672E0
1.872771279E1,-6.122268677E-2,1.351689148E-1,9.782606964E0,9.783732308E0
1.873766879E1,-5.777984619E-2,1.348695374E-1,9.785001984E0,9.786101988E0
1.874762479E1,-5.523513794E-2,1.440005493E-1,9.784103851E0,9.785319374E0
1.875758079E1,-6.107299805E-2,1.333726501E-1,9.780661011E0,9.781760986E0
1.876753679E1,-5.987548828E-2,1.344204712E-1,9.791737976E0,9.792843639E0
1.877749279E1,-6.197113037E-2,1.326242065E-1,9.789193268E0,9.790287761E0
1.878744979E1,-5.628295898E-2,1.374142456E-1,9.781409454E0,9.782536550E0
1.879740579E1,-5.703140259E-2,1.351689148E-1,9.782307587E0,9.783407634E0
1.880736179E1,-5.224136353E-2,1.333726501E-1,9.789941711E0,9.790989538E0
1.881731879E1,-5.927673340E-2,1.350192261E-1,9.793983307E0,9.795093309E0
1.882727479E1,-6.286926270E-2,1.305285645E-1,9.776320038E0,9.777393504E0
1.883723079E1,-6.541397095E-2,1.387614441E-1,9.788893890E0,9.790095879E0
1.884718679E1,-6.047424316E-2,1.414558411E-1,9.789792023E0,9.791000702E0
1.885714279E1,-5.882766724E-2,1.338217163E-1,9.786947937E0,9.788039582E0
1.886709879E1,-5.508544922E-2,1.387614441E-1,9.794282684E0,9.795420483E0
1.887705379E1,-5.927673340E-2,1.359173584E-1,9.786798248E0,9.787921496E0
1.888700979E1,-5.418731689E-2,1.300794983E-1,9.782457275E0,9.783472149E0
1.889696579E1,-5.538482666E-2,1.338217163E-1,9.781259766E0,9.782331948E0
1.890692079E1,-6.197113037E-2,1.275347900E-1,9.784852295E0,9.785879622E0
1.891687679E1,-5.478607178E-2,1.282832336E-1,9.779313812E0,9.780308622E0
1.892683179E1,-5.583389282E-2,1.377136230E-1,9.775721283E0,9.776850672E0
1.893678779E1,-6.301895142E-2,1.378633118E-1,9.791588287E0,9.792761555E0
1.894674379E1,-5.703140259E-2,1.311273193E-1,9.797126770E0,9.798170232E0
1.895669879E1,-5.508544922E-2,1.282832336E-1,9.779912567E0,9.780908997E0
1.896665479E1,-6.242019653E-2,1.381626892E-1,9.790091400E0,9.791265231E0
1.897661079E1,-6.047424316E-2,1.231938171E-1,9.781110077E0,9.782072796E0
1.898656779E1,-6.391708374E-2,1.326242065E-1,9.774673462E0,9.775782110E0
1.899652379E1,-5.643264771E-2,1.395098877E-1,9.784852295E0,9.786009508E0
1.900647979E1,-5.703140259E-2,1.341210938E-1,9.787097626E0,9.788182721E0
1.901643579E1,-5.792953491E-2,1.360670471E-1,9.789492645E0,9.790609599E0
1.902639179E1,-4.655319214E-2,1.375639343E-1,9.780810699E0,9.781888824E0
1.903634779E1,-4.790039063E-2,1.317260742E-1,9.784403229E0,9.785407133E0
1.904630379E1,-6.212081909E-2,1.308279419E-1,9.788893890E0,9.789965196E0
1.905625879E1,-5.254074097E-2,1.387614441E-1,9.785151672E0,9.786276540E0
1.906621479E1,-5.613327026E-2,1.336720276E-1,9.798024902E0,9.799097466E0
1.907617079E1,-6.212081909E-2,1.350192261E-1,9.783355408E0,9.784484259E0
1.908612679E1,-6.361770630E-2,1.372645569E-1,9.786947937E0,9.788117219E0
1.909608179E1,-5.792953491E-2,1.372645569E-1,9.783804474E0,9.784938803E0
1.910603779E1,-6.092330933E-2,1.377136230E-1,9.785900116E0,9.787058688E0
1.911599379E1,-5.927673340E-2,1.302291870E-1,9.789492645E0,9.790538270E0
1.912594979E1,-6.152206421E-2,1.392105103E-1,9.789043579E0,9.790226694E0
1.913590679E1,-5.613327026E-2,1.368154907E-1,9.789193268E0,9.790310223E0
1.914586279E1,-6.107299805E-2,1.378633118E-1,9.785301361E0,9.786463045E0
1.915581879E1,-5.867797852E-2,1.404080200E-1,9.780361633E0,9.781545440E0
1.916577479E1,-5.852828979E-2,1.389111328E-1,9.780211945E0,9.781373500E0
1.917573179E1,-5.523513794E-2,1.363664246E-1,9.783056030E0,9.784162305E0
1.918568679E1,-5.987548828E-2,1.402583313E-1,9.782307587E0,9.783496266E0
1.919564279E1,-6.062393188E-2,1.489402771E-1,9.786349182E0,9.787670243E0
1.920559979E1,-6.212081909E-2,1.413061523E-1,9.789492645E0,9.790709508E0
1.921555579E1,-6.526428223E-2,1.393601990E-1,9.796528015E0,9.797736567E0
1.922551179E1,-6.017486572E-2,1.371148682E-1,9.787696381E0,9.788841706E0
1.923546779E1,-5.837860107E-2,1.384620667E-1,9.795180817E0,9.796333347E0
1.924542379E1,-5.792953491E-2,1.456471252E-1,9.775421906E0,9.776678493E0
1.925538079E1,-6.047424316E-2,1.354682922E-1,9.779613190E0,9.780738363E0
1.926533679E1,-6.451583862E-2,1.299298096E-1,9.779313812E0,9.780389700E0
1.927529279E1,-5.703140259E-2,1.345701599E-1,9.791139221E0,9.792230030E0
1.928524979E1,-5.763015747E-2,1.339714050E-1,9.796827393E0,9.797912866E0
1.929520579E1,-6.017486572E-2,1.296304321E-1,9.788444824E0,9.789488094E0
1.930516179E1,-4.819976807E-2,1.338217163E-1,9.782457275E0,9.783491290E0
1.931511779E1,-6.227050781E-2,1.377136230E-1,9.792636108E0,9.793802357E0
1.932507379E1,-6.212081909E-2,1.354682922E-1,9.781858521E0,9.782993753E0
1.933502979E1,-5.403762817E-2,1.354682922E-1,9.777667236E0,9.778754947E0
1.934498579E1,-6.511459351E-2,1.437011719E-1,9.787846069E0,9.789117458E0
1.935494279E1,-6.885681152E-2,1.354682922E-1,9.787696381E0,9.788876001E0
1.936489779E1,-6.152206421E-2,1.386117554E-1,9.794731750E0,9.795905688E0
1.937485479E1,-6.137237549E-2,1.435514832E-1,9.797276459E0,9.798520276E0
1.938481079E1,-5.867797852E-2,1.369651794E-1,9.790091400E0,9.791225265E0
1.939476579E1,-6.107299805E-2,1.294807434E-1,9.791588287E0,9.792634802E0
1.940472279E1,-6.795867920E-2,1.366658020E-1,9.781559143E0,9.782749879E0
1.941467979E1,-5.957611084E-2,1.402583313E-1,9.784403229E0,9.785589827E0
1.942463479E1,-5.538482666E-2,1.365161133E-1,9.787397003E0,9.788505720E0
1.943459179E1,-5.807922363E-2,1.348695374E-1,9.782457275E0,9.783559339E0
1.944454779E1,-6.107299805E-2,1.336720276E-1,9.789043579E0,9.790146695E0
1.945450479E1,-4.670288086E-2,1.387614441E-1,9.790989532E0,9.792084146E0
1.946446079E1,-6.032455444E-2,1.365161133E-1,9.782457275E0,9.783595763E0
1.947441779E1,-6.077362061E-2,1.360670471E-1,9.787247314E0,9.788381770E0
1.948437379E1,-6.002517700E-2,1.429527283E-1,9.788145447E0,9.789373309E0
1.949433079E1,-6.331832886E-2,1.363664246E-1,9.781559143E0,9.782714566E0
1.950428679E1,-5.718109131E-2,1.425036621E-1,9.785151672E0,9.786356330E0
1.951424379E1,-6.256988525E-2,1.401086426E-1,9.778116302E0,9.779320214E0
1.952419979E1,-5.478607178E-2,1.362167358E-1,9.782756653E0,9.783858351E0
1.953415579E1,-5.448669434E-2,1.375639343E-1,9.786947937E0,9.788066334E0
1.954411179E1,-5.927673340E-2,1.362167358E-1,9.783654785E0,9.784782557E0
1.955406879E1,-5.748046875E-2,1.312770081E-1,9.789792023E0,9.790840899E0
1.956402379E1,-5.448669434E-2,1.447489929E-1,9.780661011E0,9.781883810E0
1.957397979E1,-5.703140259E-2,1.393601990E-1,9.779613190E0,9.780772361E0
1.958393479E1,-6.077362061E-2,1.408570862E-1,9.791438599E0,9.792640297E0
1.959389179E1,-6.556365967E-2,1.480421448E-1,9.789792023E0,9.791130829E0
1.960384779E1,-5.029541016E-2,1.525328064E-1,9.780810699E0,9.782129309E0
1.961380479E1,-5.059478760E-2,1.453477478E-1,9.778715057E0,9.779926072E0
1.962376079E1,-5.388793945E-2,1.269360352E-1,9.774224396E0,9.775197144E0
1.963371679E1,-5.014572144E-2,1.263372803E-1,9.783954163E0,9.784898301E0
1.964367279E1,-6.077362061E-2,1.372645569E-1,9.789193268E0,9.790344214E0
1.965362779E1,-6.496490479E-2,1.353186035E-1,9.784852295E0,9.786003576E0
1.966358379E1,-5.643264771E-2,1.320254517E-1,9.780810699E0,9.781864511E0
1.967353979E1,-5.763015747E-2,1.466949463E-1,9.790390778E0,9.791659319E0
1.968349479E1,-6.137237549E-2,1.389111328E-1,9.790390778E0,9.791568539E0
1.969345079E1,-5.673202515E-2,1.419049072E-1,9.785151672E0,9.786345016E0
1.970340579E1,-5.942642212E-2,1.440005493E-1,9.787696381E0,9.788936004E0
1.971336079E1,-5.987548828E-2,1.398092651E-1,9.790241089E0,9.791422383E0
1.972331692E1,-5.867797852E-2,1.434017944E-1,9.787696381E0,9.788922700E0
1.973327292E1,-5.538482666E-2,1.390608215E-1,9.782606964E0,9.783752062E0
1.974322892E1,-5.927673340E-2,1.360670471E-1,9.783654785E0,9.784780474E0
1.975318592E1,-5.987548828E-2,1.399589539E-1,9.787546692E0,9.788730450E0
1.976314092E1,-6.017486572E-2,1.469943237E-1,9.789193268E0,9.790481764E0
1.977309692E1,-6.137237549E-2,1.396595764E-1,9.787397003E0,9.788585774E0
1.978305292E1,-5.658233643E-2,1.404080200E-1,9.793534241E0,9.794704125E0
1.979300892E1,-5.897735596E-2,1.483415222E-1,9.783355408E0,9.784657713E0
1.980296392E1,-5.673202515E-2,1.351689148E-1,9.785451050E0,9.786549004E0
1.981291992E1,-5.493576050E-2,1.399589539E-1,9.784552917E0,9.785708060E0
1.982287592E1,-5.493576050E-2,1.396595764E-1,9.789342957E0,9.790493259E0
1.983283292E1,-4.775070190E-2,1.362167358E-1,9.777218170E0,9.778283606E0
1.984278892E1,-5.613327026E-2,1.302291870E-1,9.787397003E0,9.788424321E0
1.985274492E1,-5.583389282E-2,1.374142456E-1,9.793085175E0,9.794208357E0
1.986269992E1,-5.987548828E-2,1.383123779E-1,9.779014435E0,9.780175801E0
1.987265592E1,-6.571334839E-2,1.333726501E-1,9.784852295E0,9.785981859E0
1.988261192E1,-5.912704468E-2,1.362167358E-1,9.798773346E0,9.799898474E0
1.989256792E1,-6.421646118E-2,1.344204712E-1,9.785301361E0,9.786435273E0
1.990252492E1,-5.867797852E-2,1.384620667E-1,9.781259766E0,9.782415727E0
1.991248092E1,-5.777984619E-2,1.332229614E-1,9.790390778E0,9.791467635E0
1.992243692E1,-5.807922363E-2,1.387614441E-1,9.786798248E0,9.787954224E0
1.993239292E1,-5.194198608E-2,1.318757629E-1,9.789792023E0,9.790817996E0
1.994234892E1,-6.032455444E-2,1.336720276E-1,9.791588287E0,9.792686478E0
1.995230492E1,-6.346801758E-2,1.408570862E-1,9.786199493E0,9.787418936E0
1.996226092E1,-5.837860107E-2,1.356179810E-1,9.788444824E0,9.789558334E0
1.997221692E1,-6.077362061E-2,1.311273193E-1,9.781259766E0,9.782327454E0
1.998217192E1,-5.553451538E-2,1.270857239E-1,9.783355408E0,9.784338399E0
1.999212792E1,-5.777984619E-2,1.321751404E-1,9.788744202E0,9.789807037E0
2.000208292E1,-5.912704468E-2,1.451980591E-1,9.781110077E0,9.782366422E0
2.001203892E1,-6.331832886E-2,1.407073975E-1,9.779762878E0,9.780979999E0
2.002199492E1,-6.316864014E-2,1.398092651E-1,9.783205719E0,9.784408569E0
2.003195092E1,-6.541397095E-2,1.351689148E-1,9.782457275E0,9.783609762E0
2.004190692E1,-6.152206421E-2,1.333726501E-1,9.790390778E0,9.791492471E0
2.005186392E1,-5.613327026E-2,1.438508606E-1,9.796827393E0,9.798044242E0
2.006181992E1,-6.182144165E-2,1.333726501E-1,9.795480194E0,9.796583200E0
2.007177692E1,-5.867797852E-2,1.320254517E-1,9.780810699E0,9.781877722E0
2.008173292E1,-6.646179199E-2,1.384620667E-1,9.784403229E0,9.785608589E0
2.009168992E1,-5.867797852E-2,1.371148682E-1,9.776320038E0,9.777457598E0
